Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
wt-fucci-single-c7-w10_	p	41149	37606	7.2%	0.1%	13.8%	5	27.6%	49.0%	165	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w11_	p	91053	83750	7.2%	0.2%	13.9%	11	21.4%	48.0%	155	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w12_	p	95349	87490	7.7%	0.2%	27.7%	11	25.8%	49.0%	151	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w13_	p	18	14	0.0%	0.0%	0.0%	0	NA	40.0%	115	NA	0.0%	0.0%	0
wt-fucci-single-c7-w14_	p	55650	51004	11.4%	0.1%	26.3%	6	10.7%	48.0%	155	>=2	0.0%	0.0%	0
wt-fucci-single-c7-w15_	p	62637	57630	13.9%	0.1%	34.8%	7	34.5%	50.0%	160	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w16_	p	76690	70720	8.6%	0.2%	33.9%	9	34.5%	48.0%	158	NA	0.0%	0.1%	0
wt-fucci-single-c7-w17_	p	31212	28620	8.6%	0.1%	39.3%	3	16.0%	49.0%	157	NA	0.0%	0.1%	0
wt-fucci-single-c7-w18_	p	6	6	0.0%	0.0%	0.0%	0	NA	30.0%	90	NA	0.0%	0.0%	0
wt-fucci-single-c7-w19_	p	127419	117210	16.2%	0.2%	0.0%	14	30.8%	50.0%	154	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w2_	p	814438	747934	9.4%	1.7%	38.6%	99	71.4%	48.0%	153	0.22	0.0%	1.2%	0
wt-fucci-single-c7-w20_	p	58874	53938	11.1%	0.1%	7.3%	7	4.3%	51.0%	153	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w21_	p	45288	41628	13.2%	0.1%	17.6%	5	8.3%	47.0%	153	NA	0.0%	0.3%	0
wt-fucci-single-c7-w22_	p	179069	164590	7.1%	0.4%	24.8%	22	21.9%	48.0%	158	0.52	0.0%	0.2%	0
wt-fucci-single-c7-w23_	p	72836	67464	14.0%	0.1%	0.0%	8	44.0%	49.0%	155	NA	0.0%	0.2%	0
wt-fucci-single-c7-w24_	p	64612	59380	12.6%	0.1%	28.9%	7	14.8%	50.0%	154	NA	0.0%	0.1%	0
wt-fucci-single-c7-w26_	p	123887	113290	5.8%	0.3%	22.8%	16	74.1%	48.0%	151	NA	0.0%	0.1%	0
wt-fucci-single-c7-w27_	p	48068	43874	12.8%	0.1%	2.4%	6	4.3%	48.0%	153	>=2	0.0%	0.0%	0
wt-fucci-single-c7-w28_	p	15004	13772	10.3%	0.0%	17.6%	2	15.4%	49.0%	155	NA	0.0%	0.0%	0
wt-fucci-single-c7-w29_	p	14442	13174	7.2%	0.0%	7.1%	2	0.0%	49.0%	155	NA	0.0%	0.0%	0
wt-fucci-single-c7-w3_	p	699773	642422	10.8%	1.4%	27.0%	85	65.8%	48.0%	154	0.24	0.0%	1.5%	0
wt-fucci-single-c7-w30_	p	15699	14278	3.8%	0.0%	2.2%	2	8.3%	47.0%	156	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w31_	p	105058	96692	15.3%	0.2%	17.9%	11	29.4%	49.0%	153	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w32_	p	56780	52156	11.7%	0.1%	12.4%	6	12.0%	49.0%	152	NA	0.0%	0.1%	0
wt-fucci-single-c7-w33_	p	56672	52162	12.8%	0.1%	30.0%	6	19.2%	48.0%	157	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w34_	p	33	28	0.0%	0.0%	0.0%	0	NA	51.0%	90	NA	0.0%	0.0%	0
wt-fucci-single-c7-w35_	p	17	16	0.0%	0.0%	0.0%	0	NA	36.0%	101	NA	0.0%	0.0%	0
wt-fucci-single-c7-w36_	p	201971	185842	10.8%	0.4%	24.4%	24	40.0%	48.0%	156	NA	0.0%	0.4%	0
wt-fucci-single-c7-w37_	p	126812	115258	6.6%	0.3%	2.5%	17	0.0%	41.0%	158	NA	0.0%	0.3%	0
wt-fucci-single-c7-w38_	p	30985	28500	11.9%	0.1%	8.8%	4	8.3%	43.0%	161	NA	0.0%	0.0%	0
wt-fucci-single-c7-w39_	p	39933	36648	11.8%	0.1%	40.0%	4	14.8%	48.0%	160	NA	0.0%	0.1%	0
wt-fucci-single-c7-w4_	p	736259	675014	10.2%	1.5%	19.8%	87	69.4%	49.0%	156	0.23	0.0%	1.9%	0.0976743
wt-fucci-single-c7-w40_	p	49360	44812	10.2%	0.1%	7.1%	6	4.3%	50.0%	160	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w41_	p	23855	21686	9.0%	0.0%	7.3%	3	8.3%	48.0%	151	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w42_	p	69792	64368	14.4%	0.1%	28.0%	7	21.4%	49.0%	154	NA	0.0%	0.2%	0
wt-fucci-single-c7-w43_	p	75268	69072	9.8%	0.2%	22.8%	9	16.1%	48.0%	155	1.25	0.0%	0.2%	0
wt-fucci-single-c7-w44_	p	4	4	0.0%	0.0%	0.0%	0	NA	28.0%	163	NA	0.0%	0.0%	0
wt-fucci-single-c7-w45_	p	87176	79726	9.2%	0.2%	10.4%	11	13.3%	47.0%	157	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w46_	p	96523	88314	7.1%	0.2%	19.1%	12	24.1%	45.0%	155	>=2	0.0%	0.3%	0
wt-fucci-single-c7-w47_	p	101098	92926	8.0%	0.2%	21.4%	12	29.0%	49.0%	153	NA	0.0%	0.4%	0.708087
wt-fucci-single-c7-w48_	p	38957	35612	7.8%	0.1%	13.7%	4	14.8%	51.0%	152	NA	0.0%	0.1%	0
wt-fucci-single-c7-w49_	p	117014	107256	11.1%	0.2%	12.5%	14	15.6%	49.0%	156	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w5_	p	32904	29916	7.3%	0.1%	5.5%	4	0.0%	47.0%	157	NA	0.0%	0.1%	0
wt-fucci-single-c7-w6_	p	43337	39448	13.1%	0.1%	6.4%	5	13.0%	50.0%	155	>=2	0.0%	0.1%	0
wt-fucci-single-c7-w7_	p	28	26	0.0%	0.0%	0.0%	0	NA	45.0%	157	NA	0.0%	0.0%	0
wt-fucci-single-c7-w8_	p	73170	67160	16.2%	0.1%	27.7%	8	21.4%	48.0%	158	>=2	0.0%	0.2%	0
wt-fucci-single-c7-w9_	p	10	10	0.0%	0.0%	0.0%	0	NA	35.0%	97	NA	0.0%	0.0%	0
wt-fucci-single-c8-w1_	p	528287	484706	4.4%	1.1%	39.5%	71	60.0%	47.0%	153	0.19	0.0%	1.1%	0
wt-fucci-single-c8-w10_	p	74374	67724	3.0%	0.2%	2.4%	10	12.0%	44.0%	153	0.58	0.0%	0.2%	0
wt-fucci-single-c8-w11_	p	130063	119824	4.7%	0.3%	26.4%	17	39.4%	47.0%	156	0.45	0.0%	0.3%	0
wt-fucci-single-c8-w12_	p	29927	27540	3.7%	0.1%	29.2%	3	17.9%	49.0%	159	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w13_	p	6	6	0.0%	0.0%	0.0%	0	NA	45.0%	138	NA	0.0%	0.0%	0
wt-fucci-single-c8-w14_	p	182034	167292	4.8%	0.4%	31.9%	24	48.4%	47.0%	153	NA	0.0%	0.3%	0
wt-fucci-single-c8-w15_	p	23	22	0.0%	0.0%	0.0%	0	NA	35.0%	125	NA	0.0%	0.0%	0
wt-fucci-single-c8-w16_	p	17555	16220	7.2%	0.0%	36.2%	2	37.0%	48.0%	155	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w17_	p	15893	14614	2.9%	0.0%	0.0%	2	13.0%	45.0%	162	NA	0.0%	0.1%	0
wt-fucci-single-c8-w18_	p	13697	12456	8.9%	0.0%	5.7%	1	4.3%	48.0%	151	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w19_	p	649	602	1.3%	0.0%	11.4%	0	13.0%	43.0%	150	NA	0.0%	0.0%	0
wt-fucci-single-c8-w2_	p	237023	216750	5.0%	0.5%	28.7%	31	63.0%	47.0%	155	0.24	0.0%	0.4%	0.30467
wt-fucci-single-c8-w20_	p	75741	69232	4.9%	0.2%	15.2%	10	19.4%	47.0%	154	NA	0.0%	0.1%	0.954752
wt-fucci-single-c8-w21_	p	7142	6526	7.4%	0.0%	6.3%	1	8.7%	47.0%	165	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w22_	p	11446	10388	8.9%	0.0%	0.0%	1	0.0%	50.0%	156	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w23_	p	31	24	0.0%	0.0%	0.0%	0	NA	39.0%	162	NA	0.0%	0.0%	0
wt-fucci-single-c8-w24_	p	8	4	0.0%	0.0%	0.0%	0	NA	36.0%	144	NA	0.0%	0.0%	0
wt-fucci-single-c8-w26_	p	16	14	0.0%	0.0%	0.0%	0	NA	47.0%	150	NA	0.0%	0.0%	0
wt-fucci-single-c8-w27_	p	50926	46762	4.3%	0.1%	10.3%	7	50.0%	49.0%	158	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w28_	p	26750	24474	4.1%	0.1%	23.2%	3	23.1%	48.0%	156	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w29_	p	14	14	0.0%	0.0%	0.0%	0	NA	56.0%	173	NA	0.0%	0.0%	0
wt-fucci-single-c8-w3_	p	552226	504836	5.8%	1.2%	41.6%	72	73.3%	49.0%	154	0.2	0.0%	1.4%	0.130519
wt-fucci-single-c8-w30_	p	12278	11274	5.2%	0.0%	6.0%	1	4.2%	47.0%	151	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w31_	p	150059	137732	4.3%	0.3%	29.5%	18	21.4%	48.0%	156	0.52	0.0%	0.4%	0
wt-fucci-single-c8-w32_	p	10817	9800	5.4%	0.0%	3.2%	1	4.3%	47.0%	157	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w33_	p	22678	20920	11.2%	0.0%	40.2%	2	46.4%	48.0%	157	NA	0.0%	0.1%	3.12625
wt-fucci-single-c8-w34_	p	11224	10298	8.6%	0.0%	7.9%	1	4.3%	47.0%	152	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w35_	p	44720	40812	3.9%	0.1%	10.0%	6	3.8%	48.0%	164	1.08	0.0%	0.0%	0
wt-fucci-single-c8-w36_	p	31	26	0.0%	0.0%	0.0%	0	NA	46.0%	160	NA	0.0%	0.0%	0
wt-fucci-single-c8-w37_	p	17477	16008	10.1%	0.0%	12.3%	2	12.0%	48.0%	154	NA	0.0%	0.1%	0
wt-fucci-single-c8-w38_	p	14557	13154	8.1%	0.0%	4.2%	2	8.7%	48.0%	151	NA	0.0%	0.1%	0
wt-fucci-single-c8-w39_	p	204990	186630	6.9%	0.4%	0.0%	27	95.8%	50.0%	154	0.37	0.0%	0.6%	0
wt-fucci-single-c8-w4_	p	540258	496736	4.1%	1.2%	20.7%	69	75.0%	49.0%	155	0.19	0.0%	1.5%	0
wt-fucci-single-c8-w40_	p	29603	27200	3.8%	0.1%	27.3%	3	12.0%	49.0%	161	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w41_	p	10473	9652	9.1%	0.0%	0.0%	1	39.1%	51.0%	165	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w42_	p	109735	100882	4.0%	0.2%	31.4%	14	22.6%	49.0%	153	0.72	0.0%	0.2%	0
wt-fucci-single-c8-w43_	p	104320	96080	3.8%	0.2%	25.3%	14	41.9%	42.0%	155	NA	0.0%	0.3%	0
wt-fucci-single-c8-w44_	p	9462	8596	9.6%	0.0%	3.1%	1	0.0%	50.0%	155	NA	0.0%	0.0%	0
wt-fucci-single-c8-w45_	p	24	24	0.0%	0.0%	0.0%	0	NA	49.0%	77	NA	0.0%	0.0%	0
wt-fucci-single-c8-w46_	p	18343	16724	5.3%	0.0%	7.4%	2	4.0%	46.0%	159	NA	0.0%	0.1%	0
wt-fucci-single-c8-w47_	p	4310	3896	7.3%	0.0%	8.5%	0	8.7%	48.0%	159	>=2	0.0%	0.0%	0
wt-fucci-single-c8-w48_	p	84860	78066	3.7%	0.2%	27.2%	11	32.3%	47.0%	157	NA	0.0%	0.4%	0
wt-fucci-single-c8-w49_	p	87924	80988	3.5%	0.2%	21.9%	11	21.4%	48.0%	160	NA	0.0%	0.3%	0
wt-fucci-single-c8-w5_	p	85594	78596	3.1%	0.2%	15.9%	11	7.4%	48.0%	155	0.61	0.0%	0.5%	0.840754
wt-fucci-single-c8-w6_	p	16920	15312	6.4%	0.0%	4.2%	2	4.2%	50.0%	154	>=2	0.0%	0.2%	0
wt-fucci-single-c8-w7_	p	20585	18920	9.0%	0.0%	10.2%	2	8.3%	49.0%	155	NA	0.0%	0.1%	0
wt-fucci-single-c8-w8_	p	22857	20886	7.5%	0.0%	5.3%	3	7.7%	48.0%	153	>=2	0.0%	0.1%	0
wt-fucci-single-c8-w9_	p	34610	31644	8.5%	0.1%	22.5%	4	21.4%	48.0%	162	NA	0.0%	0.1%	0
